filename,model,prompt_type,dataset,experiment_type,total_samples,f1_score,fallback_used_count,prompted_again_count,number_tries_mean,number_tries_median,source_target,dest_target,phase
mistral_24b_cot_knowledge_few_shot_src-la_dst-fm_results.csv,mistral_24b,cot_knowledge_few_shot,semeval,cross_target,285,0.2363,0,0,1.0,1.0,la,fm,phase3
mistral_24b_few_shot_src-dt_dst-hc_results.csv,mistral_24b,few_shot,semeval,cross_target,295,0.2746,0,0,1.0,1.0,dt,hc,phase3
mistral_24b_few_shot_src-fm_dst-la_results.csv,mistral_24b,few_shot,semeval,cross_target,280,0.5079,0,1,1.0035714285714286,1.0,fm,la,phase3
mistral_24b_few_shot_src-hc_dst-dt_results.csv,mistral_24b,few_shot,semeval,cross_target,177,0.277,0,0,1.0,1.0,hc,dt,phase3
mistral_24b_few_shot_src-la_dst-fm_results.csv,mistral_24b,few_shot,semeval,cross_target,285,0.3864,0,0,1.0,1.0,la,fm,phase3
mistral_24b_knowledge_infused_src-dt_dst-hc_results.csv,mistral_24b,knowledge_infused,semeval,cross_target,295,0.2869,0,0,1.0,1.0,dt,hc,phase3
mistral_24b_knowledge_infused_src-fm_dst-la_results.csv,mistral_24b,knowledge_infused,semeval,cross_target,280,0.5599,0,0,1.0,1.0,fm,la,phase3
mistral_24b_knowledge_infused_src-hc_dst-dt_results.csv,mistral_24b,knowledge_infused,semeval,cross_target,177,0.2544,0,0,1.0,1.0,hc,dt,phase3
mistral_24b_knowledge_infused_src-la_dst-fm_results.csv,mistral_24b,knowledge_infused,semeval,cross_target,285,0.2904,0,0,1.0,1.0,la,fm,phase3
mistral_24b_knowledge_infused_src-hlt_dst-ent_results.csv,mistral_24b,knowledge_infused,wtwt,cross_target,3714,0.1546,0,0,1.0,1.0,hlt,ent,phase3
mistral_24b_cot_knowledge_few_shot_src-hlt_dst-ent_results.csv,mistral_24b,cot_knowledge_few_shot,wtwt,cross_target,3714,0.1487,0,0,1.0,1.0,hlt,ent,phase3
mistral_24b_cot_knowledge_src-hlt_dst-ent_results.csv,mistral_24b,cot_knowledge,wtwt,cross_target,3714,0.1485,0,0,1.0,1.0,hlt,ent,phase3
mistral_24b_few_shot_src-hlt_dst-ent_results.csv,mistral_24b,few_shot,wtwt,cross_target,3714,0.1549,0,0,1.0,1.0,hlt,ent,phase3
mistral_24b_cot_knowledge_src-ent_dst-hlt_results.csv,mistral_24b,cot_knowledge,wtwt,cross_target,7367,0.1293,0,0,1.0,1.0,ent,hlt,phase3
mistral_24b_knowledge_infused_src-ent_dst-hlt_results.csv,mistral_24b,knowledge_infused,wtwt,cross_target,7367,0.1293,0,0,1.0,1.0,ent,hlt,phase3
mistral_24b_few_shot_src-ent_dst-hlt_results.csv,mistral_24b,few_shot,wtwt,cross_target,7367,0.1289,0,0,1.0,1.0,ent,hlt,phase3
mistral_24b_cot_knowledge_few_shot_src-ent_dst-hlt_results.csv,mistral_24b,cot_knowledge_few_shot,wtwt,cross_target,7367,0.1286,0,0,1.0,1.0,ent,hlt,phase3
phi_cot_knowledge_src-dt_dst-hc_results.csv,phi,cot_knowledge,semeval,cross_target,295,0.3606,0,0,1.0,1.0,dt,hc,phase3
phi_cot_knowledge_few_shot_src-dt_dst-hc_results.csv,phi,cot_knowledge_few_shot,semeval,cross_target,295,0.4516,0,0,1.0,1.0,dt,hc,phase3
phi_knowledge_infused_src-dt_dst-hc_results.csv,phi,knowledge_infused,semeval,cross_target,295,0.4161,0,0,1.0,1.0,dt,hc,phase3
phi_few_shot_src-dt_dst-hc_results.csv,phi,few_shot,semeval,cross_target,295,0.4463,0,0,1.0,1.0,dt,hc,phase3
phi_cot_knowledge_src-fm_dst-la_results.csv,phi,cot_knowledge,semeval,cross_target,280,0.4715,0,0,1.0,1.0,fm,la,phase3
phi_cot_knowledge_few_shot_src-fm_dst-la_results.csv,phi,cot_knowledge_few_shot,semeval,cross_target,280,0.4414,0,0,1.0,1.0,fm,la,phase3
phi_knowledge_infused_src-fm_dst-la_results.csv,phi,knowledge_infused,semeval,cross_target,280,0.4829,0,0,1.0,1.0,fm,la,phase3
phi_few_shot_src-fm_dst-la_results.csv,phi,few_shot,semeval,cross_target,280,0.4596,0,0,1.0,1.0,fm,la,phase3
phi_cot_knowledge_src-hc_dst-dt_results.csv,phi,cot_knowledge,semeval,cross_target,177,0.3691,0,0,1.0,1.0,hc,dt,phase3
phi_cot_knowledge_few_shot_src-hc_dst-dt_results.csv,phi,cot_knowledge_few_shot,semeval,cross_target,177,0.4079,0,0,1.0,1.0,hc,dt,phase3
phi_knowledge_infused_src-hc_dst-dt_results.csv,phi,knowledge_infused,semeval,cross_target,177,0.3645,0,0,1.0,1.0,hc,dt,phase3
phi_few_shot_src-hc_dst-dt_results.csv,phi,few_shot,semeval,cross_target,177,0.3674,0,0,1.0,1.0,hc,dt,phase3
phi_cot_knowledge_src-la_dst-fm_results.csv,phi,cot_knowledge,semeval,cross_target,285,0.3359,0,0,1.0,1.0,la,fm,phase3
phi_cot_knowledge_few_shot_src-la_dst-fm_results.csv,phi,cot_knowledge_few_shot,semeval,cross_target,285,0.33,0,0,1.0,1.0,la,fm,phase3
phi_knowledge_infused_src-la_dst-fm_results.csv,phi,knowledge_infused,semeval,cross_target,285,0.3376,0,0,1.0,1.0,la,fm,phase3
phi_few_shot_src-la_dst-fm_results.csv,phi,few_shot,semeval,cross_target,285,0.2906,0,0,1.0,1.0,la,fm,phase3
phi_knowledge_infused_src-ent_dst-hlt_results.csv,phi,knowledge_infused,wtwt,cross_target,7367,0.129,0,0,1.0,1.0,ent,hlt,phase3
phi_cot_knowledge_src-ent_dst-hlt_results.csv,phi,cot_knowledge,wtwt,cross_target,7367,0.1288,0,0,1.0,1.0,ent,hlt,phase3
phi_cot_knowledge_few_shot_src-ent_dst-hlt_results.csv,phi,cot_knowledge_few_shot,wtwt,cross_target,7367,0.1281,0,0,1.0,1.0,ent,hlt,phase3
phi_few_shot_src-ent_dst-hlt_results.csv,phi,few_shot,wtwt,cross_target,7367,0.1289,0,0,1.0,1.0,ent,hlt,phase3
phi_knowledge_infused_src-hlt_dst-ent_results.csv,phi,knowledge_infused,wtwt,cross_target,3714,0.1636,0,0,1.0,1.0,hlt,ent,phase3
phi_cot_knowledge_src-hlt_dst-ent_results.csv,phi,cot_knowledge,wtwt,cross_target,3714,0.1704,0,0,1.0,1.0,hlt,ent,phase3
phi_few_shot_src-hlt_dst-ent_results.csv,phi,few_shot,wtwt,cross_target,3714,0.1785,0,0,1.0,1.0,hlt,ent,phase3
phi_cot_knowledge_few_shot_src-hlt_dst-ent_results.csv,phi,cot_knowledge_few_shot,wtwt,cross_target,3714,0.1549,0,0,1.0,1.0,hlt,ent,phase3
mistral_7b_few_shot_src-dt_dst-hc_results.csv,mistral_7b,few_shot,semeval,cross_target,295,0.3115,0,0,1.0,1.0,dt,hc,phase3
mistral_7b_cot_knowledge_few_shot_src-hc_dst-dt_results.csv,mistral_7b,cot_knowledge_few_shot,semeval,cross_target,177,0.3703,0,0,1.0,1.0,hc,dt,phase3
mistral_7b_cot_knowledge_src-fm_dst-la_results.csv,mistral_7b,cot_knowledge,semeval,cross_target,280,0.5107,0,0,1.0,1.0,fm,la,phase3
mistral_7b_few_shot_src-la_dst-fm_results.csv,mistral_7b,few_shot,semeval,cross_target,285,0.2506,0,1,1.0035087719298246,1.0,la,fm,phase3
mistral_7b_few_shot_src-fm_dst-la_results.csv,mistral_7b,few_shot,semeval,cross_target,280,0.5551,0,0,1.0,1.0,fm,la,phase3
mistral_7b_knowledge_infused_src-la_dst-fm_results.csv,mistral_7b,knowledge_infused,semeval,cross_target,285,0.2608,0,0,1.0,1.0,la,fm,phase3
mistral_7b_cot_knowledge_few_shot_src-la_dst-fm_results.csv,mistral_7b,cot_knowledge_few_shot,semeval,cross_target,285,0.2903,0,0,1.0,1.0,la,fm,phase3
mistral_7b_knowledge_infused_src-fm_dst-la_results.csv,mistral_7b,knowledge_infused,semeval,cross_target,280,0.5233,0,0,1.0,1.0,fm,la,phase3
mistral_7b_cot_knowledge_few_shot_src-fm_dst-la_results.csv,mistral_7b,cot_knowledge_few_shot,semeval,cross_target,280,0.5462,0,0,1.0,1.0,fm,la,phase3
mistral_7b_cot_knowledge_src-la_dst-fm_results.csv,mistral_7b,cot_knowledge,semeval,cross_target,285,0.2849,0,0,1.0,1.0,la,fm,phase3
mistral_7b_cot_knowledge_src-dt_dst-hc_results.csv,mistral_7b,cot_knowledge,semeval,cross_target,295,0.3119,0,0,1.0,1.0,dt,hc,phase3
mistral_7b_cot_knowledge_few_shot_src-dt_dst-hc_results.csv,mistral_7b,cot_knowledge_few_shot,semeval,cross_target,295,0.3114,0,0,1.0,1.0,dt,hc,phase3
mistral_7b_cot_knowledge_src-hc_dst-dt_results.csv,mistral_7b,cot_knowledge,semeval,cross_target,177,0.312,0,0,1.0,1.0,hc,dt,phase3
mistral_7b_knowledge_infused_src-dt_dst-hc_results.csv,mistral_7b,knowledge_infused,semeval,cross_target,295,0.2888,0,0,1.0,1.0,dt,hc,phase3
mistral_7b_knowledge_infused_src-hc_dst-dt_results.csv,mistral_7b,knowledge_infused,semeval,cross_target,177,0.2558,0,0,1.0,1.0,hc,dt,phase3
mistral_7b_few_shot_src-hc_dst-dt_results.csv,mistral_7b,few_shot,semeval,cross_target,177,0.399,0,0,1.0,1.0,hc,dt,phase3
mistral_7b_cot_knowledge_src-hlt_dst-ent_results.csv,mistral_7b,cot_knowledge,wtwt,cross_target,3714,0.166,0,0,1.0,1.0,hlt,ent,phase3
mistral_7b_few_shot_src-hlt_dst-ent_results.csv,mistral_7b,few_shot,wtwt,cross_target,3714,0.1485,0,0,1.0,1.0,hlt,ent,phase3
mistral_7b_cot_knowledge_few_shot_src-hlt_dst-ent_results.csv,mistral_7b,cot_knowledge_few_shot,wtwt,cross_target,3714,0.1485,0,0,1.0,1.0,hlt,ent,phase3
mistral_7b_knowledge_infused_src-hlt_dst-ent_results.csv,mistral_7b,knowledge_infused,wtwt,cross_target,3714,0.1611,0,0,1.0,1.0,hlt,ent,phase3
mistral_7b_knowledge_infused_src-ent_dst-hlt_results.csv,mistral_7b,knowledge_infused,wtwt,cross_target,7367,0.1288,0,0,1.0,1.0,ent,hlt,phase3
mistral_7b_few_shot_src-ent_dst-hlt_results.csv,mistral_7b,few_shot,wtwt,cross_target,7367,0.1285,0,0,1.0,1.0,ent,hlt,phase3
mistral_7b_cot_knowledge_src-ent_dst-hlt_results.csv,mistral_7b,cot_knowledge,wtwt,cross_target,7367,0.1288,0,0,1.0,1.0,ent,hlt,phase3
mistral_7b_cot_knowledge_few_shot_src-ent_dst-hlt_results.csv,mistral_7b,cot_knowledge_few_shot,wtwt,cross_target,7367,0.1286,0,0,1.0,1.0,ent,hlt,phase3
