filename,model,prompt_type,dataset,experiment_type,total_samples,f1_score,fallback_used_count,prompted_again_count,number_tries_mean,number_tries_median,source_target,dest_target,phase
llama3_8b_knowledge_infused_src-hlt_dst-ent_results.csv,llama3_8b,knowledge_infused,wtwt,cross_target,3714,0.2065,0,0,1.0,1.0,hlt,ent,phase1
llama3_8b_knowledge_infused_src-dt_dst-hc_results.csv,llama3_8b,knowledge_infused,semeval,cross_target,295,0.5877,1,4,1.0101694915254238,1.0,dt,hc,phase1
llama3_8b_knowledge_infused_src-hc_dst-dt_results.csv,llama3_8b,knowledge_infused,semeval,cross_target,177,0.5594,0,3,1.0169491525423728,1.0,hc,dt,phase1
llama3_8b_knowledge_infused_src-fm_dst-la_results.csv,llama3_8b,knowledge_infused,semeval,cross_target,280,0.5835,0,3,1.0107142857142857,1.0,fm,la,phase1
llama3_8b_knowledge_infused_src-la_dst-fm_results.csv,llama3_8b,knowledge_infused,semeval,cross_target,285,0.5333,0,3,1.0105263157894737,1.0,la,fm,phase1
llama3_8b_cot_knowledge_few_shot_src-hlt_dst-ent_results.csv,llama3_8b,cot_knowledge_few_shot,wtwt,cross_target,3714,0.1674,0,0,1.0,1.0,hlt,ent,phase1
llama3_8b_few_shot_src-hlt_dst-ent_results.csv,llama3_8b,few_shot,wtwt,cross_target,3714,0.2469,0,0,1.0,1.0,hlt,ent,phase1
llama3_8b_cot_knowledge_src-ent_dst-hlt_results.csv,llama3_8b,cot_knowledge,wtwt,cross_target,7367,0.318,0,0,1.0,1.0,ent,hlt,phase1
llama3_8b_cot_knowledge_few_shot_src-ent_dst-hlt_results.csv,llama3_8b,cot_knowledge_few_shot,wtwt,cross_target,7367,0.1374,0,0,1.0,1.0,ent,hlt,phase1
llama3_8b_cot_knowledge_src-hlt_dst-ent_results.csv,llama3_8b,cot_knowledge,wtwt,cross_target,3714,0.232,0,0,1.0,1.0,hlt,ent,phase1
phi_cot_knowledge_few_shot_src-dt_dst-hc_results.csv,phi,cot_knowledge_few_shot,semeval,cross_target,295,0.5227,0,0,1.0,1.0,dt,hc,phase1
phi_cot_knowledge_few_shot_src-fm_dst-la_results.csv,phi,cot_knowledge_few_shot,semeval,cross_target,280,0.4151,0,0,1.0,1.0,fm,la,phase1
phi_cot_knowledge_few_shot_src-hlt_dst-ent_results.csv,phi,cot_knowledge_few_shot,wtwt,cross_target,3714,0.3087,0,0,1.0,1.0,hlt,ent,phase1
phi_cot_knowledge_few_shot_src-hc_dst-dt_results.csv,phi,cot_knowledge_few_shot,semeval,cross_target,177,0.5286,0,0,1.0,1.0,hc,dt,phase1
phi_cot_knowledge_src-dt_dst-hc_results.csv,phi,cot_knowledge,semeval,cross_target,295,0.5603,0,0,1.0,1.0,dt,hc,phase1
phi_cot_knowledge_few_shot_src-la_dst-fm_results.csv,phi,cot_knowledge_few_shot,semeval,cross_target,285,0.522,0,0,1.0,1.0,la,fm,phase1
phi_cot_knowledge_src-fm_dst-la_results.csv,phi,cot_knowledge,semeval,cross_target,280,0.4169,0,0,1.0,1.0,fm,la,phase1
phi_cot_knowledge_src-hc_dst-dt_results.csv,phi,cot_knowledge,semeval,cross_target,177,0.4797,0,0,1.0,1.0,hc,dt,phase1
phi_few_shot_src-dt_dst-hc_results.csv,phi,few_shot,semeval,cross_target,295,0.5328,0,0,1.0,1.0,dt,hc,phase1
phi_cot_knowledge_src-la_dst-fm_results.csv,phi,cot_knowledge,semeval,cross_target,285,0.4272,0,0,1.0,1.0,la,fm,phase1
phi_few_shot_src-fm_dst-la_results.csv,phi,few_shot,semeval,cross_target,280,0.439,0,0,1.0,1.0,fm,la,phase1
phi_few_shot_src-hlt_dst-ent_results.csv,phi,few_shot,wtwt,cross_target,3714,0.2373,0,0,1.0,1.0,hlt,ent,phase1
phi_few_shot_src-hc_dst-dt_results.csv,phi,few_shot,semeval,cross_target,177,0.5243,0,0,1.0,1.0,hc,dt,phase1
phi_few_shot_src-la_dst-fm_results.csv,phi,few_shot,semeval,cross_target,285,0.4767,0,0,1.0,1.0,la,fm,phase1
phi_knowledge_infused_src-dt_dst-hc_results.csv,phi,knowledge_infused,semeval,cross_target,295,0.5595,0,0,1.0,1.0,dt,hc,phase1
phi_knowledge_infused_src-ent_dst-hlt_results.csv,phi,knowledge_infused,wtwt,cross_target,7367,0.5002,0,0,1.0,1.0,ent,hlt,phase1
phi_knowledge_infused_src-fm_dst-la_results.csv,phi,knowledge_infused,semeval,cross_target,280,0.4262,0,0,1.0,1.0,fm,la,phase1
phi_knowledge_infused_src-hlt_dst-ent_results.csv,phi,knowledge_infused,wtwt,cross_target,3714,0.3332,0,0,1.0,1.0,hlt,ent,phase1
phi_knowledge_infused_src-hc_dst-dt_results.csv,phi,knowledge_infused,semeval,cross_target,177,0.4794,0,0,1.0,1.0,hc,dt,phase1
phi_knowledge_infused_src-la_dst-fm_results.csv,phi,knowledge_infused,semeval,cross_target,285,0.446,0,0,1.0,1.0,la,fm,phase1
phi_cot_knowledge_src-hlt_dst-ent_results.csv,phi,cot_knowledge,wtwt,cross_target,3714,0.3126,0,0,1.0,1.0,hlt,ent,phase1
phi_cot_knowledge_src-ent_dst-hlt_results.csv,phi,cot_knowledge,wtwt,cross_target,7367,0.4999,0,0,1.0,1.0,ent,hlt,phase1
phi_cot_knowledge_few_shot_src-ent_dst-hlt_results.csv,phi,cot_knowledge_few_shot,wtwt,cross_target,7367,0.4452,0,0,1.0,1.0,ent,hlt,phase1
phi_few_shot_src-ent_dst-hlt_results.csv,phi,few_shot,wtwt,cross_target,7367,0.3676,0,1,1.0001357404642324,1.0,ent,hlt,phase1
mistral_7b_cot_knowledge_few_shot_src-dt_dst-hc_results.csv,mistral_7b,cot_knowledge_few_shot,semeval,cross_target,295,0.4882,0,0,1.0,1.0,dt,hc,phase1
mistral_7b_cot_knowledge_few_shot_src-hc_dst-dt_results.csv,mistral_7b,cot_knowledge_few_shot,semeval,cross_target,177,0.4927,0,1,1.0056497175141244,1.0,hc,dt,phase1
mistral_7b_cot_knowledge_few_shot_src-fm_dst-la_results.csv,mistral_7b,cot_knowledge_few_shot,semeval,cross_target,280,0.5103,0,0,1.0,1.0,fm,la,phase1
mistral_7b_cot_knowledge_few_shot_src-la_dst-fm_results.csv,mistral_7b,cot_knowledge_few_shot,semeval,cross_target,285,0.5084,0,0,1.0,1.0,la,fm,phase1
mistral_7b_knowledge_infused_src-hlt_dst-ent_results.csv,mistral_7b,knowledge_infused,wtwt,cross_target,3714,0.1807,0,0,1.0,1.0,hlt,ent,phase1
mistral_7b_cot_knowledge_src-hlt_dst-ent_results.csv,mistral_7b,cot_knowledge,wtwt,cross_target,3714,0.2285,0,0,1.0,1.0,hlt,ent,phase1
mistral_7b_cot_knowledge_src-dt_dst-hc_results.csv,mistral_7b,cot_knowledge,semeval,cross_target,295,0.3912,0,0,1.0,1.0,dt,hc,phase1
mistral_7b_cot_knowledge_src-hc_dst-dt_results.csv,mistral_7b,cot_knowledge,semeval,cross_target,177,0.4356,0,0,1.0,1.0,hc,dt,phase1
mistral_7b_cot_knowledge_src-fm_dst-la_results.csv,mistral_7b,cot_knowledge,semeval,cross_target,280,0.4787,0,0,1.0,1.0,fm,la,phase1
mistral_7b_cot_knowledge_src-la_dst-fm_results.csv,mistral_7b,cot_knowledge,semeval,cross_target,285,0.2013,0,0,1.0,1.0,la,fm,phase1
mistral_7b_few_shot_src-dt_dst-hc_results.csv,mistral_7b,few_shot,semeval,cross_target,295,0.5141,0,0,1.0,1.0,dt,hc,phase1
mistral_7b_few_shot_src-hc_dst-dt_results.csv,mistral_7b,few_shot,semeval,cross_target,177,0.5167,0,0,1.0,1.0,hc,dt,phase1
mistral_7b_few_shot_src-fm_dst-la_results.csv,mistral_7b,few_shot,semeval,cross_target,280,0.5114,0,0,1.0,1.0,fm,la,phase1
mistral_7b_few_shot_src-la_dst-fm_results.csv,mistral_7b,few_shot,semeval,cross_target,285,0.4965,0,0,1.0,1.0,la,fm,phase1
mistral_7b_cot_knowledge_src-ent_dst-hlt_results.csv,mistral_7b,cot_knowledge,wtwt,cross_target,7367,0.3244,0,0,1.0,1.0,ent,hlt,phase1
mistral_7b_knowledge_infused_src-dt_dst-hc_results.csv,mistral_7b,knowledge_infused,semeval,cross_target,295,0.3989,0,0,1.0,1.0,dt,hc,phase1
mistral_7b_knowledge_infused_src-hc_dst-dt_results.csv,mistral_7b,knowledge_infused,semeval,cross_target,177,0.3076,0,0,1.0,1.0,hc,dt,phase1
mistral_7b_knowledge_infused_src-fm_dst-la_results.csv,mistral_7b,knowledge_infused,semeval,cross_target,280,0.4979,0,1,1.0035714285714286,1.0,fm,la,phase1
mistral_7b_knowledge_infused_src-la_dst-fm_results.csv,mistral_7b,knowledge_infused,semeval,cross_target,285,0.208,0,1,1.0035087719298246,1.0,la,fm,phase1
mistral_7b_cot_knowledge_few_shot_src-ent_dst-hlt_results.csv,mistral_7b,cot_knowledge_few_shot,wtwt,cross_target,7367,0.4476,0,0,1.0,1.0,ent,hlt,phase1
mistral_7b_few_shot_src-hlt_dst-ent_results.csv,mistral_7b,few_shot,wtwt,cross_target,3714,0.3168,0,1,1.000269251480883,1.0,hlt,ent,phase1
mistral_7b_cot_knowledge_few_shot_src-hlt_dst-ent_results.csv,mistral_7b,cot_knowledge_few_shot,wtwt,cross_target,3714,0.2798,0,0,1.0,1.0,hlt,ent,phase1
mistral_7b_knowledge_infused_src-ent_dst-hlt_results.csv,mistral_7b,knowledge_infused,wtwt,cross_target,7367,0.2581,0,0,1.0,1.0,ent,hlt,phase1
mistral_7b_few_shot_src-ent_dst-hlt_results.csv,mistral_7b,few_shot,wtwt,cross_target,7367,0.3138,0,7,1.0009501832496268,1.0,ent,hlt,phase1
mistral_24b_cot_knowledge_src-hc_dst-dt_results.csv,mistral_24b,cot_knowledge,semeval,cross_target,177,0.3315,0,0,1.0,1.0,hc,dt,phase1
mistral_24b_cot_knowledge_few_shot_src-hc_dst-dt_results.csv,mistral_24b,cot_knowledge_few_shot,semeval,cross_target,177,0.2514,0,0,1.0,1.0,hc,dt,phase1
mistral_24b_few_shot_src-hc_dst-dt_results.csv,mistral_24b,few_shot,semeval,cross_target,177,0.6306,0,0,1.0,1.0,hc,dt,phase1
mistral_24b_knowledge_infused_src-hc_dst-dt_results.csv,mistral_24b,knowledge_infused,semeval,cross_target,177,0.3648,0,0,1.0,1.0,hc,dt,phase1
mistral_24b_few_shot_src-fm_dst-la_results.csv,mistral_24b,few_shot,semeval,cross_target,280,0.4864,0,0,1.0,1.0,fm,la,phase1
mistral_24b_cot_knowledge_few_shot_src-dt_dst-hc_results.csv,mistral_24b,cot_knowledge_few_shot,semeval,cross_target,295,0.3587,0,0,1.0,1.0,dt,hc,phase1
mistral_24b_few_shot_src-dt_dst-hc_results.csv,mistral_24b,few_shot,semeval,cross_target,295,0.6605,0,0,1.0,1.0,dt,hc,phase1
mistral_24b_cot_knowledge_src-dt_dst-hc_results.csv,mistral_24b,cot_knowledge,semeval,cross_target,295,0.3,0,0,1.0,1.0,dt,hc,phase1
mistral_24b_knowledge_infused_src-fm_dst-la_results.csv,mistral_24b,knowledge_infused,semeval,cross_target,280,0.5142,0,0,1.0,1.0,fm,la,phase1
mistral_24b_cot_knowledge_few_shot_src-fm_dst-la_results.csv,mistral_24b,cot_knowledge_few_shot,semeval,cross_target,280,0.5251,0,0,1.0,1.0,fm,la,phase1
mistral_24b_cot_knowledge_src-fm_dst-la_results.csv,mistral_24b,cot_knowledge,semeval,cross_target,280,0.5063,0,0,1.0,1.0,fm,la,phase1
mistral_24b_few_shot_src-la_dst-fm_results.csv,mistral_24b,few_shot,semeval,cross_target,285,0.3728,0,0,1.0,1.0,la,fm,phase1
mistral_24b_knowledge_infused_src-dt_dst-hc_results.csv,mistral_24b,knowledge_infused,semeval,cross_target,295,0.2698,0,0,1.0,1.0,dt,hc,phase1
mistral_24b_cot_knowledge_few_shot_src-hlt_dst-ent_results.csv,mistral_24b,cot_knowledge_few_shot,wtwt,cross_target,3714,0.1487,0,0,1.0,1.0,hlt,ent,phase1
mistral_24b_cot_knowledge_src-la_dst-fm_results.csv,mistral_24b,cot_knowledge,semeval,cross_target,285,0.1521,0,0,1.0,1.0,la,fm,phase1
mistral_24b_cot_knowledge_few_shot_src-la_dst-fm_results.csv,mistral_24b,cot_knowledge_few_shot,semeval,cross_target,285,0.1384,0,0,1.0,1.0,la,fm,phase1
mistral_24b_knowledge_infused_src-la_dst-fm_results.csv,mistral_24b,knowledge_infused,semeval,cross_target,285,0.112,0,0,1.0,1.0,la,fm,phase1
mistral_24b_knowledge_infused_src-hlt_dst-ent_results.csv,mistral_24b,knowledge_infused,wtwt,cross_target,3714,0.1598,0,0,1.0,1.0,hlt,ent,phase1
mistral_24b_cot_knowledge_src-hlt_dst-ent_results.csv,mistral_24b,cot_knowledge,wtwt,cross_target,3714,0.1531,0,0,1.0,1.0,hlt,ent,phase1
mistral_24b_few_shot_src-hlt_dst-ent_results.csv,mistral_24b,few_shot,wtwt,cross_target,3714,0.4136,0,0,1.0,1.0,hlt,ent,phase1
mistral_24b_cot_knowledge_few_shot_src-ent_dst-hlt_results.csv,mistral_24b,cot_knowledge_few_shot,wtwt,cross_target,7367,0.1291,0,0,1.0,1.0,ent,hlt,phase1
mistral_24b_few_shot_src-ent_dst-hlt_results.csv,mistral_24b,few_shot,wtwt,cross_target,7367,0.3159,0,0,1.0,1.0,ent,hlt,phase1
mistral_24b_knowledge_infused_src-ent_dst-hlt_results.csv,mistral_24b,knowledge_infused,wtwt,cross_target,7367,0.1552,0,0,1.0,1.0,ent,hlt,phase1
mistral_24b_cot_knowledge_src-ent_dst-hlt_results.csv,mistral_24b,cot_knowledge,wtwt,cross_target,7367,0.144,0,0,1.0,1.0,ent,hlt,phase1
